node1,node2,timestamp
4,18,914
18,81,914
68,69,915
15,68,915
56,68,915
3,68,915
68,72,915
9,68,915
8,68,915
67,68,915
65,68,915
66,68,915
44,84,916
40,82,917
12,88,918
61,88,918
15,88,918
88,96,918
15,54,919
13,65,920
23,29,921
54,93,922
3,51,923
3,128,923
3,8,923
3,13,923
15,88,924
1,38,925
95,123,926
69,76,927
1,33,928
7,33,928
56,94,929
3,68,930
48,50,931
13,14,932
3,13,933
32,83,934
32,51,934
48,85,935
53,84,936
33,117,937
15,33,937
33,61,937
33,83,937
47,101,938
47,124,938
47,93,938
27,47,938
4,86,939
82,86,939
13,86,939
66,77,940
30,35,941
13,14,942
9,64,943
2,84,944
4,70,945
37,63,946
13,14,947
13,17,948
13,14,949
2,94,950
3,13,951
3,66,951
3,8,951
18,115,952
73,106,953
38,84,954
50,75,955
29,43,956
29,58,956
3,8,957
66,67,958
2,47,959
3,66,960
57,69,961
57,69,961
57,86,961
18,57,961
57,101,962
47,48,963
6,106,964
5,11,965
18,57,966
3,35,967
1,4,968
3,51,969
20,95,970
14,17,971
13,40,972
13,76,972
82,93,973
1,4,974
1,7,974
1,2,974
1,10,974
1,16,974
1,11,974
1,6,974
1,13,974
1,12,974
1,7,975
14,31,976
47,68,977
32,42,978
47,53,979
5,11,980
23,29,981
3,17,982
18,57,983
21,75,984
7,21,984
10,21,984
66,80,985
8,32,986
21,86,987
13,14,988
12,73,989
42,68,990
13,14,991
68,69,992
69,76,992
69,86,992
69,84,992
7,95,993
1,15,994
15,96,994
13,14,995
13,14,996
13,14,997
56,88,998
13,14,999
4,84,1000
50,76,1001
56,57,1002
50,75,1003
47,48,1004
3,20,1005
3,13,1005
8,38,1006
44,95,1007
1,7,1008
94,123,1009
12,15,1010
3,17,1011
1,6,1012
42,73,1013
48,53,1014
9,94,1015
24,34,1016
3,51,1017
71,74,1018
66,67,1018
1,6,1019
6,7,1019
17,30,1020
9,67,1021
9,66,1021
58,95,1022
53,84,1023
38,144,1024
20,50,1025
50,82,1026
22,42,1027
40,75,1028
42,43,1029
13,14,1030
94,109,1031
89,94,1031
13,14,1032
50,52,1033
24,60,1034
4,48,1035
15,32,1036
15,33,1037
3,27,1038
27,39,1038
27,66,1038
27,40,1038
13,27,1038
5,27,1038
27,62,1038
15,27,1038
8,27,1038
26,27,1038
23,83,1039
14,94,1040
42,66,1041
3,68,1042
71,72,1043
15,54,1044
56,88,1045
24,45,1046
64,80,1047
8,40,1048
53,70,1049
8,13,1050
5,71,1051
26,83,1052
26,45,1053
29,46,1054
2,74,1055
47,94,1056
18,57,1057
56,88,1058
67,80,1059
29,30,1059
37,38,1060
53,70,1061
2,94,1062
59,94,1062
94,95,1062
9,66,1063
23,29,1064
1,90,1065
1,18,1066
47,138,1067
40,53,1068
23,128,1069
6,106,1070
4,70,1071
4,13,1071
4,84,1071
4,86,1071
4,40,1071
15,96,1072
54,96,1072
13,17,1073
21,70,1074
21,22,1074
21,43,1074
21,98,1074
50,84,1075
4,35,1076
3,69,1077
3,4,1077
3,85,1077
3,68,1077
3,35,1077
3,13,1077
3,67,1077
3,17,1077
3,8,1077
3,66,1077
18,79,1078
59,74,1079
5,83,1080
13,65,1081
12,96,1082
104,141,1083
17,54,1084
17,56,1084
15,17,1084
25,26,1085
85,94,1086
50,75,1087
17,56,1088
13,14,1089
27,48,1090
48,81,1090
66,77,1091
24,51,1092
70,75,1093
40,82,1094
61,96,1095
19,86,1096
48,59,1097
59,86,1097
59,88,1097
59,89,1097
59,76,1097
59,85,1097
47,59,1097
59,68,1097
59,94,1097
59,69,1097
59,84,1097
56,59,1097
2,59,1097
30,36,1098
65,68,1099
65,69,1099
27,39,1100
12,96,1101
68,90,1102
85,90,1102
4,13,1103
32,36,1104
50,75,1105
13,14,1106
13,74,1107
3,20,1108
12,71,1109
12,72,1109
15,96,1110
61,96,1110
14,15,1111
40,121,1112
27,93,1113
27,102,1113
27,101,1113
27,81,1113
54,96,1114
15,117,1115
68,69,1116
30,32,1117
32,97,1117
3,8,1118
15,24,1119
13,14,1120
1,65,1121
50,124,1122
15,66,1123
15,54,1123
5,15,1123
15,39,1123
84,86,1124
3,9,1125
47,48,1126
50,75,1127
68,70,1128
48,70,1128
14,117,1129
59,67,1130
10,95,1131
9,56,1132
53,84,1133
15,117,1134
27,54,1135
56,88,1136
50,70,1137
15,62,1138
13,72,1139
13,73,1139
13,74,1139
14,44,1140
47,68,1141
50,52,1142
50,101,1143
3,85,1144
3,69,1144
3,68,1144
3,4,1144
3,13,1144
3,67,1144
3,8,1144
3,66,1144
3,17,1144
3,35,1144
34,39,1145
5,11,1146
3,51,1147
3,77,1148
48,50,1149
50,53,1150
15,54,1151
3,8,1152
43,79,1153
11,54,1154
69,76,1155
50,75,1156
3,53,1157
3,13,1157
3,18,1157
18,108,1158
33,54,1159
47,68,1160
3,8,1161
39,66,1162
54,58,1163
53,76,1164
3,32,1165
2,42,1166
15,88,1167
15,61,1168
47,48,1169
50,101,1170
50,93,1170
27,50,1170
50,124,1170
48,50,1170
41,50,1170
21,43,1171
53,84,1172
57,84,1173
13,14,1174
68,70,1175
6,40,1176
19,86,1177
46,98,1178
3,4,1179
13,14,1180
3,40,1181
23,29,1182
66,80,1183
45,63,1184
68,85,1185
68,93,1186
58,73,1187
3,52,1188
19,70,1189
10,27,1190
53,86,1191
4,86,1192
50,75,1193
50,76,1194
15,56,1195
25,26,1196
50,84,1197
3,68,1198
3,4,1198
3,66,1198
3,67,1198
3,8,1198
3,13,1198
3,17,1198
3,69,1198
3,35,1198
26,45,1199
66,80,1200
67,80,1200
47,68,1201
3,8,1202
50,75,1203
25,32,1204
48,68,1205
66,67,1206
95,112,1207
21,84,1208
65,94,1209
68,69,1210
53,86,1211
9,67,1212
9,17,1212
9,68,1212
3,9,1212
9,66,1212
9,69,1212
53,84,1213
1,4,1214
45,80,1215
47,50,1216
47,81,1216
47,68,1216
27,47,1216
50,75,1217
7,43,1218
14,80,1219
15,73,1220
23,94,1221
3,48,1222
47,68,1223
5,15,1224
34,39,1225
48,94,1226
1,65,1227
13,66,1228
27,66,1229
80,84,1230
42,43,1231
80,85,1232
27,62,1233
9,69,1234
15,88,1235
61,88,1235
88,96,1235
12,88,1235
75,89,1236
75,88,1236
13,14,1237
35,101,1238
2,84,1239
2,86,1239
2,56,1239
2,69,1239
2,88,1239
15,33,1240
58,83,1241
67,80,1242
3,68,1243
50,75,1244
76,89,1245
50,76,1246
77,90,1247
50,76,1248
25,35,1249
3,32,1250
33,42,1251
13,50,1252
13,47,1252
39,81,1253
3,13,1254
66,67,1255
47,50,1256
17,50,1256
50,75,1257
5,14,1258
13,117,1259
14,59,1260
68,85,1261
104,141,1262
47,124,1263
84,94,1264
65,94,1265
44,65,1266
46,70,1267
13,14,1268
23,83,1269
3,8,1270
13,14,1271
23,33,1272
9,74,1273
61,96,1274
66,67,1275
69,86,1276
19,86,1277
3,40,1278
27,77,1279
15,17,1280
57,76,1281
18,108,1282
64,90,1283
65,94,1284
14,94,1284
92,94,1284
9,94,1284
69,86,1285
15,88,1286
56,88,1287
40,76,1288
19,84,1289
57,84,1289
48,50,1290
8,50,1290
42,112,1291
13,74,1292
40,68,1293
56,75,1294
61,96,1295
4,74,1296
4,13,1296
82,89,1297
3,8,1298
50,84,1299
50,53,1300
18,104,1301
47,68,1302
99,111,1303
27,32,1304
4,68,1305
36,38,1306
80,143,1307
3,8,1308
67,90,1309
66,90,1309
13,14,1310
31,35,1311
3,66,1312
58,98,1313
94,95,1314
6,40,1315
50,52,1316
63,64,1317
50,86,1318
48,50,1319
36,38,1320
3,85,1321
43,79,1322
12,96,1323
32,66,1324
57,69,1325
69,86,1325
19,69,1325
35,39,1326
19,90,1327
15,26,1328
15,25,1328
3,50,1329
108,111,1330
33,58,1331
53,70,1332
50,70,1332
3,68,1333
3,68,1334
68,90,1335
3,13,1336
3,53,1336
3,81,1336
27,62,1337
40,53,1337
57,84,1338
13,14,1339
40,76,1340
54,96,1341
1,6,1342
12,15,1343
3,53,1344
2,59,1345
47,68,1346
103,105,1347
3,13,1348
1,9,1349
42,94,1350
17,56,1351
13,35,1352
64,80,1353
65,94,1354
6,106,1355
10,21,1356
3,85,1357
36,150,1358
59,80,1359
3,27,1360
3,35,1361
3,17,1361
3,67,1361
3,13,1361
3,68,1361
3,69,1361
3,85,1361
3,66,1361
3,40,1361
3,8,1361
3,4,1361
54,117,1362
76,123,1363
80,143,1364
76,84,1365
24,51,1366
40,74,1367
3,40,1367
13,40,1367
40,72,1367
8,40,1367
50,76,1368
54,71,1369
7,50,1370
3,42,1371
3,66,1371
3,64,1371
3,20,1371
3,20,1372
2,94,1373
14,73,1374
1,13,1375
7,13,1375
94,98,1376
47,48,1377
54,66,1378
4,74,1379
18,94,1380
4,13,1381
9,44,1382
24,45,1383
26,45,1383
26,32,1384
69,84,1385
27,84,1385
44,84,1385
66,84,1385
81,84,1385
79,112,1386
5,11,1387
9,68,1388
3,68,1388
68,69,1388
68,117,1388
67,68,1388
15,68,1388
66,68,1388
56,68,1388
65,94,1389
24,34,1390
62,79,1391
37,38,1392
57,100,1393
9,72,1394
15,25,1395
4,106,1396
40,72,1397
8,40,1397
40,68,1397
40,69,1397
3,40,1397
59,74,1398
40,86,1399
59,94,1400
3,35,1401
53,70,1402
65,94,1403
65,73,1404
27,81,1405
9,73,1406
59,67,1407
43,81,1408
68,69,1409
26,83,1410
13,14,1411
3,35,1412
63,64,1413
15,27,1414
15,88,1415
68,85,1416
48,75,1417
13,14,1418
68,94,1419
13,14,1420
42,43,1421
57,107,1422
57,107,1422
13,14,1423
59,65,1424
9,65,1424
65,94,1424
9,67,1425
9,66,1425
74,94,1426
1,15,1427
7,15,1427
13,40,1428
13,82,1428
13,70,1428
40,86,1429
50,69,1430
3,13,1431
57,107,1432
11,71,1433
5,71,1433
7,22,1434
86,94,1435
3,13,1436
12,96,1437
40,41,1438
15,54,1439
33,54,1440
69,84,1441
6,106,1442
3,35,1443
3,17,1443
3,68,1443
3,69,1443
3,85,1443
3,4,1443
3,67,1443
3,13,1443
3,66,1443
3,8,1443
13,14,1444
17,56,1445
24,26,1446
3,13,1447
50,86,1448
53,76,1449
26,45,1450
59,62,1451
3,67,1452
95,104,1453
21,33,1454
4,13,1455
82,101,1456
50,93,1457
3,17,1458
1,68,1459
1,69,1459
6,106,1460
56,59,1461
1,73,1462
29,63,1463
27,50,1464
3,4,1465
5,112,1466
69,76,1467
69,81,1467
27,69,1467
40,76,1468
53,84,1469
40,76,1470
29,43,1471
54,58,1472
52,103,1473
25,45,1474
3,18,1475
3,50,1475
3,53,1475
3,35,1475
3,13,1475
90,112,1476
57,88,1477
7,22,1478
47,68,1479
59,94,1480
2,59,1480
30,59,1480
59,83,1480
32,59,1480
53,76,1481
13,14,1482
48,53,1483
9,67,1484
9,66,1484
33,61,1485
33,117,1485
56,88,1486
50,76,1487
85,94,1488
80,84,1489
72,90,1490
2,14,1491
42,43,1492
4,65,1493
9,66,1494
54,58,1495
8,47,1496
47,68,1496
40,47,1496
14,73,1497
18,38,1498
42,85,1499
48,68,1500
9,73,1501
14,73,1501
65,73,1501
43,58,1502
98,109,1503
46,109,1503
57,109,1503
70,109,1503
45,109,1503
9,67,1504
3,17,1505
69,86,1506
69,84,1506
69,76,1506
33,98,1507
18,111,1508
86,101,1509
27,86,1509
86,93,1509
44,65,1510
69,80,1511
69,80,1511
80,84,1511
76,94,1512
50,70,1513
6,106,1514
47,50,1515
14,94,1516
50,75,1517
5,74,1518
13,30,1519
69,101,1520
50,75,1521
3,50,1522
76,84,1523
47,48,1524
29,122,1525
50,68,1526
1,37,1527
42,43,1528
9,42,1529
9,67,1529
9,65,1529
9,14,1529
9,44,1529
9,59,1529
15,33,1530
14,17,1531
54,96,1532
15,88,1533
65,94,1534
9,74,1535
9,32,1536
66,77,1537
12,15,1538
37,38,1539
36,38,1539
45,77,1540
4,13,1541
40,61,1542
40,121,1542
15,40,1542
14,94,1543
45,120,1544
13,14,1545
113,115,1546
15,56,1547
50,75,1548
13,20,1549
3,4,1550
50,76,1551
18,20,1552
7,58,1553
18,58,1553
3,13,1554
3,40,1554
3,53,1554
3,66,1554
66,115,1555
3,85,1556
40,84,1557
69,84,1557
